"headphones_speakers","headphones_speakers_other","age","educ","race","race_other","sex","residence","residence_other","pol_ideology","pol_party","pol_party_other","suspicion","suspicion_other","mc_name","mc_name_do","mc_race_w","mc_race_b","b_race_name_1","b_race_name_2","b_race_name_3","b_race_name_4","b_race_name_5","b_race_name_6","b_race_name_7","b_race_name_8","b_race_name_do","w_race_name_1","w_race_name_2","w_race_name_3","w_race_name_4","w_race_name_5","w_race_name_6","w_race_name_7","w_race_name_8","w_race_name_do","feedback","mc_name_score","cond_do","name_1","voice_1","name_2","voice_2","name_3","voice_3","name_4","voice_4","mc_race_q_do","race_name_q_do","idvoice_1","idvoice_2","idvoice_3","idvoice_4","trust_1","trust_2","trust_3","trust_4","dom_1","dom_2","dom_3","dom_4","threat_1","threat_2","threat_3","threat_4","intell_1","intell_2","intell_3","intell_4","comm_1","comm_2","comm_3","comm_4","prob_1","prob_2","prob_3","prob_4","conf_1","conf_2","conf_3","conf_4","trait_do1","trait_do2","trait_do3","trait_do4","team_1","team_2","team_3","team_4","frnd_1","frnd_2","frnd_3","frnd_4","neighbr_1","neighbr_2","neighbr_3","neighbr_4","employee_1","employee_2","employee_3","employee_4","boss_1","boss_2","boss_3","boss_4","role_do1","role_do2","role_do3","role_do4","thoughts1","thoughts2","thoughts3","thoughts4","leadership_1","leadership_2","leadership_3","leadership_4","trust_rev1","trust_rev2","trust_rev3","trust_rev4","threatpotential_1","threatpotential_2","threatpotential_3","threatpotential_4","id"
"Headphones",NA,27,"Some college but no degree","White",NA,"Male","Suburban",NA,4,"Independent",NA,"The study is about predicting personality from voices",NA,"Deshawn,Tyrone,Scott,Logan","Liam|Noah|Logan|Grayson|Scott|Elijah|Tyrone|Deshawn","3","1",39,41,10,6,90,100,100,82,"Brett|Deshawn|Keyshawn|Tyrone|Scott|Logan|Brad|Terrell",72,65,98,100,17,2,21,34,"Terrell|Tyrone|Brett|Logan|Scott|Deshawn|Brad|Keyshawn",NA,4,"FL_144|FL_145|FL_147|FL_146","Tyrone","c","Deshawn","a","Logan","g","Scott","b","Q82|Q84","Q55|Q54",7187,5999,6754,3890,55,46,56,61,26,34,14,42,6,43,13,32,51,33,68,69,35,58,57,72,57,28,44,57,39,56,62,70,"Like they are an effective communicator|Dominant|Threatening|Intelligent|Trustworthy|Confident|Like they are a problem-solver","Confident|Dominant|Trustworthy|Like they are an effective communicator|Threatening|Intelligent|Like they are a problem-solver","Dominant|Like they are a problem-solver|Threatening|Intelligent|Like they are an effective communicator|Trustworthy|Confident","Like they are a problem-solver|Trustworthy|Intelligent|Dominant|Like they are an effective communicator|Confident|Threatening",63,48,55,71,57,32,67,60,33,59,62,55,74,57,71,65,51,40,67,74,"your work project team member?|your close friend?|your neighbor?|your employee?|your boss?","your work project team member?|your neighbor?|your employee?|your boss?|your close friend?","your neighbor?|your boss?|your work project team member?|your close friend?|your employee?","your employee?|your neighbor?|your close friend?|your work project team member?|your boss?","",NA,NA,NA,45.5,43.75,57.75,67,45,54,44,39,35.5,44,29,40.5,217
"Headphones",NA,33,"Bachelor's degree in college (4-year)","White",NA,"Male","Suburban",NA,4,"Independent",NA,"The study is about predicting personality from voices",NA,"Tyrone,Terrell,Jackson","Grayson|Jackson|Terrell|Lucas|Brett|Noah|Tyrone|Logan","4","0",14,27,8,26,89,89,86,73,"Deshawn|Brad|Logan|Scott|Terrell|Tyrone|Keyshawn|Brett",82,60,94,68,11,8,6,30,"Terrell|Deshawn|Logan|Scott|Keyshawn|Brad|Brett|Tyrone","No issues.",2,"FL_146|FL_145|FL_147|FL_144","Terrell","b","Tyrone","c","Brett","d","Logan","a","Q82|Q84","Q55|Q54",3890,7187,2593,5999,69,66,50,50,54,57,52,51,6,12,15,10,68,74,61,71,74,70,53,55,70,70,53,58,65,66,59,55,"Confident|Dominant|Threatening|Intelligent|Trustworthy|Like they are an effective communicator|Like they are a problem-solver","Threatening|Like they are a problem-solver|Like they are an effective communicator|Confident|Dominant|Intelligent|Trustworthy","Like they are an effective communicator|Threatening|Intelligent|Trustworthy|Dominant|Confident|Like they are a problem-solver","Confident|Like they are an effective communicator|Dominant|Trustworthy|Like they are a problem-solver|Intelligent|Threatening",66,55,63,53,70,64,50,43,66,49,56,43,71,57,68,50,69,61,36,52,"your work project team member?|your neighbor?|your boss?|your employee?|your close friend?","your work project team member?|your neighbor?|your boss?|your employee?|your close friend?","your neighbor?|your boss?|your close friend?|your employee?|your work project team member?","your employee?|your neighbor?|your boss?|your work project team member?|your close friend?","No","No","monotone","No",69.25,70,56.5,59.75,31,34,50,50,42.5,45.5,51,50.5,218
"Headphones",NA,37,"Master's degree","Asian",NA,"Female","Urban",NA,2,"Democratic",NA,"The study is about predicting personality from voices",NA,"Deshawn,Terrell,Brad,Brett","Aiden|Noah|Brett|William|Deshawn|Lucas|Terrell|Brad","2","2",0,0,0,0,100,100,100,100,"Brett|Scott|Keyshawn|Terrell|Deshawn|Brad|Tyrone|Logan",100,100,100,100,0,0,0,0,"Logan|Brett|Tyrone|Terrell|Keyshawn|Deshawn|Brad|Scott",NA,4,"FL_144|FL_146|FL_145|FL_147","Deshawn","g","Terrell","f","Brett","b","Brad","d","Q84|Q82","Q54|Q55",6754,3553,3890,2593,95,29,60,40,18,52,83,68,0,9,44,5,56,21,84,74,41,30,83,46,72,29,92,87,49,77,82,81,"Confident|Intelligent|Dominant|Like they are a problem-solver|Trustworthy|Like they are an effective communicator|Threatening","Intelligent|Trustworthy|Like they are a problem-solver|Like they are an effective communicator|Threatening|Confident|Dominant","Confident|Like they are an effective communicator|Intelligent|Dominant|Like they are a problem-solver|Trustworthy|Threatening","Threatening|Trustworthy|Like they are a problem-solver|Like they are an effective communicator|Confident|Intelligent|Dominant",61,10,87,57,81,15,34,35,98,16,45,40,58,20,62,61,42,20,50,47,"your close friend?|your work project team member?|your employee?|your neighbor?|your boss?","your employee?|your boss?|your work project team member?|your close friend?|your neighbor?","your employee?|your neighbor?|your boss?|your close friend?|your work project team member?","your close friend?|your boss?|your employee?|your work project team member?|your neighbor?","",NA,NA,NA,54.5,39.25,85.25,72,5,71,40,60,11.5,61.5,61.5,64,219
"Headphones",NA,52,"Associate degree in college (2-year)","White",NA,"Male","Rural",NA,4,"Other","Constitutionalist","The study is about predicting personality from voices",NA,"Deshawn","William|Aiden|Brad|Elijah|Deshawn|Liam|Logan|Tyrone","Unsure","Unsure",53,52,50,1,100,100,100,100,"Tyrone|Brett|Terrell|Deshawn|Keyshawn|Logan|Scott|Brad",100,100,100,100,1,1,1,1,"Deshawn|Scott|Brad|Logan|Brett|Terrell|Keyshawn|Tyrone","none",1,"FL_146|FL_144|FL_147|FL_145","Tyrone","h","Deshawn","b","Brad","e","Logan","g","Q84|Q82","Q54|Q55",6861,3890,4143,6754,52,51,50,49,1,1,50,1,0,0,0,1,52,51,51,53,54,51,51,54,51,51,50,51,84,52,57,52,"Intelligent|Trustworthy|Confident|Threatening|Like they are an effective communicator|Like they are a problem-solver|Dominant","Like they are an effective communicator|Intelligent|Like they are a problem-solver|Trustworthy|Confident|Dominant|Threatening","Intelligent|Confident|Trustworthy|Like they are a problem-solver|Threatening|Dominant|Like they are an effective communicator","Like they are a problem-solver|Intelligent|Dominant|Threatening|Like they are an effective communicator|Confident|Trustworthy",50,52,49,50,49,51,51,51,50,50,51,50,52,50,50,51,48,52,50,50,"your neighbor?|your employee?|your boss?|your work project team member?|your close friend?","your close friend?|your boss?|your work project team member?|your employee?|your neighbor?","your neighbor?|your work project team member?|your boss?|your employee?|your close friend?","your close friend?|your boss?|your work project team member?|your neighbor?|your employee?","no","no","no","no",60.25,51.25,52.25,52.5,48,49,50,51,24.5,25,50,26,220
"Headphones",NA,27,"Bachelor's degree in college (4-year)","White",NA,"Female","Urban",NA,1,"None",NA,"The researcher isn't telling me what the study is about. My guess is that the study is about...","corrolation of given name to personality/likeability assessment","Tyrone,Keyshawn,Scott","Liam|Jackson|Keyshawn|Grayson|Scott|Elijah|Tyrone|Brett","4","0",11,9,12,8,90,90,90,71,"Brad|Tyrone|Scott|Keyshawn|Deshawn|Terrell|Brett|Logan",56,44,55,71,5,4,1,4,"Brad|Deshawn|Scott|Logan|Brett|Keyshawn|Terrell|Tyrone",NA,3,"FL_147|FL_145|FL_146|FL_144","Keyshawn","e","Tyrone","g","Scott","f","Brett","a","Q82|Q84","Q55|Q54",4143,6754,3553,5999,48,44,50,34,46,42,39,59,32,15,26,63,60,64,47,52,57,63,40,51,47,51,40,52,63,74,27,70,"Intelligent|Trustworthy|Threatening|Confident|Dominant|Like they are an effective communicator|Like they are a problem-solver","Like they are a problem-solver|Like they are an effective communicator|Threatening|Confident|Trustworthy|Dominant|Intelligent","Like they are an effective communicator|Confident|Like they are a problem-solver|Threatening|Trustworthy|Dominant|Intelligent","Like they are a problem-solver|Intelligent|Dominant|Trustworthy|Confident|Threatening|Like they are an effective communicator",69,56,30,40,54,55,36,39,51,56,51,59,60,52,43,33,55,51,39,16,"your neighbor?|your boss?|your work project team member?|your close friend?|your employee?","your employee?|your work project team member?|your close friend?|your neighbor?|your boss?","your close friend?|your employee?|your neighbor?|your work project team member?|your boss?","your work project team member?|your employee?|your close friend?|your boss?|your neighbor?","confident","melodic","shakey","gravelly",56.75,63,38.5,56.25,52,56,50,66,49,49,44.5,62.5,221
"Speakers",NA,35,"Bachelor's degree in college (4-year)","White",NA,"Female","Suburban",NA,0,"Democratic",NA,"The study is about predicting personality from voices",NA,"Keyshawn","Jackson|Grayson|Brad|Aiden|Keyshawn|Noah|Logan|Deshawn","3","0",50,51,50,49,49,50,51,50,"Brett|Deshawn|Brad|Keyshawn|Logan|Tyrone|Terrell|Scott",50,50,50,51,51,51,50,50,"Brad|Deshawn|Keyshawn|Tyrone|Scott|Brett|Logan|Terrell","n/a",1,"FL_147|FL_146|FL_144|FL_145","Deshawn","d","Keyshawn","g","Logan","h","Brad","e","Q82|Q84","Q54|Q55",2593,6754,6861,4143,85,84,89,71,14,1,19,44,0,1,0,21,86,86,90,72,86,84,88,72,85,84,87,72,85,85,89,76,"Like they are an effective communicator|Intelligent|Like they are a problem-solver|Threatening|Confident|Trustworthy|Dominant","Intelligent|Threatening|Like they are an effective communicator|Confident|Like they are a problem-solver|Dominant|Trustworthy","Like they are an effective communicator|Threatening|Trustworthy|Intelligent|Confident|Like they are a problem-solver|Dominant","Like they are a problem-solver|Like they are an effective communicator|Intelligent|Trustworthy|Dominant|Threatening|Confident",85,84,86,81,84,84,82,81,85,85,86,81,84,84,86,81,83,84,85,82,"your neighbor?|your boss?|your work project team member?|your close friend?|your employee?","your close friend?|your boss?|your neighbor?|your work project team member?|your employee?","your neighbor?|your work project team member?|your close friend?|your employee?|your boss?","your work project team member?|your neighbor?|your close friend?|your boss?|your employee?","It's pleasant",NA,NA,NA,85.5,84.75,88.5,73,15,16,11,29,14.5,8.5,15,36.5,222
"Speakers",NA,37,"Some college but no degree","White",NA,"Female","Suburban",NA,4,"Republican",NA,"The study is about predicting personality from voices",NA,"Tyrone,Keyshawn,Scott,Brad","Liam|William|Brad|Elijah|Scott|Lucas|Keyshawn|Tyrone","2","2",50,35,30,40,85,75,90,65,"Brad|Tyrone|Brett|Deshawn|Scott|Keyshawn|Logan|Terrell",70,85,85,85,10,25,10,25,"Scott|Deshawn|Tyrone|Terrell|Logan|Brett|Brad|Keyshawn",NA,4,"FL_145|FL_147|FL_146|FL_144","Tyrone","f","Keyshawn","d","Brad","a","Scott","g","Q82|Q84","Q54|Q55",3553,2593,5999,6754,50,50,50,50,0,25,0,0,0,0,0,0,40,80,50,50,40,75,50,50,40,50,50,35,35,95,50,35,"Dominant|Threatening|Like they are a problem-solver|Like they are an effective communicator|Intelligent|Confident|Trustworthy","Trustworthy|Threatening|Like they are a problem-solver|Like they are an effective communicator|Dominant|Intelligent|Confident","Trustworthy|Like they are a problem-solver|Threatening|Intelligent|Confident|Dominant|Like they are an effective communicator","Dominant|Confident|Intelligent|Like they are a problem-solver|Like they are an effective communicator|Trustworthy|Threatening",50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,45,50,50,50,"your employee?|your work project team member?|your neighbor?|your boss?|your close friend?","your neighbor?|your boss?|your work project team member?|your close friend?|your employee?","your work project team member?|your close friend?|your employee?|your boss?|your neighbor?","your work project team member?|your boss?|your employee?|your close friend?|your neighbor?","",NA,NA,NA,38.75,75,50,42.5,50,50,50,50,25,37.5,25,25,223
"Headphones",NA,63,"Some college but no degree","White",NA,"Female","Urban",NA,0,"Democratic",NA,"The study is about predicting personality from voices",NA,"Terrell,Keyshawn,Logan,Brett","Noah|Jackson|Logan|Elijah|Keyshawn|Grayson|Brett|Terrell","2","2",1,2,5,4,96,94,96,56,"Brad|Keyshawn|Deshawn|Brett|Scott|Logan|Terrell|Tyrone",98,71,97,98,4,4,5,51,"Deshawn|Keyshawn|Terrell|Logan|Tyrone|Scott|Brett|Brad","No feedback.",4,"FL_145|FL_146|FL_147|FL_144","Keyshawn","f","Terrell","h","Brett","d","Logan","b","Q82|Q84","Q55|Q54",3553,6861,2593,3890,83,79,80,76,74,54,45,42,0,0,0,0,82,89,85,85,88,91,85,55,75,58,52,59,97,91,65,62,"Dominant|Like they are a problem-solver|Like they are an effective communicator|Threatening|Intelligent|Trustworthy|Confident","Confident|Like they are an effective communicator|Dominant|Threatening|Trustworthy|Intelligent|Like they are a problem-solver","Confident|Like they are a problem-solver|Dominant|Intelligent|Threatening|Like they are an effective communicator|Trustworthy","Trustworthy|Intelligent|Threatening|Like they are an effective communicator|Dominant|Confident|Like they are a problem-solver",90,82,81,74,63,70,69,59,91,93,95,95,90,82,80,82,83,82,81,75,"your employee?|your neighbor?|your work project team member?|your boss?|your close friend?","your work project team member?|your close friend?|your employee?|your boss?|your neighbor?","your employee?|your close friend?|your work project team member?|your boss?|your neighbor?","your work project team member?|your employee?|your boss?|your neighbor?|your close friend?","no","I like a deep voice.","no","no",85.5,82.25,71.75,65.25,17,21,20,24,45.5,37.5,32.5,33,224
"Headphones",NA,45,"Master's degree","White",NA,"Female","Suburban",NA,3,"None",NA,"The study is about predicting personality from voices",NA,"Deshawn,Terrell,Scott,Brad","Liam|Aiden|Brad|William|Terrell|Lucas|Deshawn|Scott","Unsure","Unsure",49,48,49,49,52,55,53,51,"Terrell|Deshawn|Scott|Keyshawn|Brett|Tyrone|Brad|Logan",56,55,59,60,48,48,45,44,"Scott|Logan|Terrell|Keyshawn|Brett|Tyrone|Deshawn|Brad",NA,4,"FL_144|FL_147|FL_145|FL_146","Terrell","g","Deshawn","b","Brad","c","Scott","f","Q82|Q84","Q54|Q55",6754,3890,7187,3553,51,47,49,50,50,49,48,52,1,50,4,71,52,47,48,44,51,44,47,49,50,48,45,49,51,50,28,52,"Threatening|Trustworthy|Like they are an effective communicator|Confident|Dominant|Intelligent|Like they are a problem-solver","Confident|Like they are a problem-solver|Threatening|Intelligent|Dominant|Trustworthy|Like they are an effective communicator","Threatening|Dominant|Like they are a problem-solver|Intelligent|Like they are an effective communicator|Confident|Trustworthy","Trustworthy|Like they are an effective communicator|Like they are a problem-solver|Intelligent|Dominant|Threatening|Confident",50,3,3,16,50,3,3,2,53,46,51,32,51,2,2,1,51,6,3,4,"your close friend?|your work project team member?|your neighbor?|your boss?|your employee?","your neighbor?|your boss?|your work project team member?|your close friend?|your employee?","your neighbor?|your boss?|your work project team member?|your employee?|your close friend?","your neighbor?|your work project team member?|your boss?|your close friend?|your employee?","It is an ordinary voice.","Too old and probably too slow","Too slow","Sounds like he was in prison",51,47.25,42,48.5,49,53,51,50,49.5,51,49.5,51,225
"Headphones",NA,52,"High school graduate (high school diploma or equivalent including GED)","White",NA,"Male","Urban",NA,7,"Republican",NA,"The study is about predicting personality from voices",NA,"Brad,Logan","Noah|Jackson|Brad|Lucas|Deshawn|Grayson|Logan|Tyrone","3","0",5,0,0,0,100,100,100,100,"Tyrone|Logan|Terrell|Brett|Scott|Keyshawn|Brad|Deshawn",90,100,95,100,0,0,0,0,"Scott|Terrell|Logan|Deshawn|Brad|Tyrone|Keyshawn|Brett",NA,2,"FL_144|FL_145|FL_147|FL_146","Deshawn","a","Tyrone","c","Logan","f","Brad","h","Q84|Q82","Q55|Q54",5999,7187,3553,6861,80,50,50,90,5,95,35,5,5,85,3,25,90,90,65,100,100,85,25,100,100,100,70,100,100,95,70,90,"Intelligent|Trustworthy|Threatening|Dominant|Like they are an effective communicator|Like they are a problem-solver|Confident","Confident|Intelligent|Threatening|Dominant|Trustworthy|Like they are a problem-solver|Like they are an effective communicator","Threatening|Like they are a problem-solver|Trustworthy|Confident|Dominant|Intelligent|Like they are an effective communicator","Confident|Like they are a problem-solver|Threatening|Like they are an effective communicator|Dominant|Intelligent|Trustworthy",100,70,0,100,85,40,20,80,100,50,50,85,100,90,60,100,85,5,0,95,"your employee?|your boss?|your neighbor?|your work project team member?|your close friend?","your neighbor?|your close friend?|your boss?|your work project team member?|your employee?","your employee?|your neighbor?|your close friend?|your boss?|your work project team member?","your work project team member?|your boss?|your close friend?|your employee?|your neighbor?","none at this time","He appears very intelligent however there is something that scares me about his voice.",NA,NA,97.5,92.5,57.5,97.5,20,50,50,10,12.5,72.5,42.5,7.5,226
"Speakers",NA,43,"Associate degree in college (2-year)","White",NA,"Male","Suburban",NA,5,"Republican",NA,"The study is about predicting personality from voices",NA,"Tyrone,Keyshawn,Scott,Elijah","Aiden|William|Scott|Liam|Keyshawn|Elijah|Brett|Tyrone","2","2",0,0,0,0,100,100,100,100,"Deshawn|Brett|Terrell|Keyshawn|Brad|Tyrone|Scott|Logan",100,100,100,100,0,0,0,0,"Deshawn|Keyshawn|Terrell|Scott|Brad|Tyrone|Brett|Logan","none",3,"FL_144|FL_147|FL_146|FL_145","Tyrone","b","Keyshawn","a","Scott","g","Brett","d","Q82|Q84","Q55|Q54",3890,5999,6754,2593,93,64,70,34,76,84,1,78,18,34,1,72,90,59,73,42,92,72,51,57,89,40,72,36,79,83,19,67,"Like they are an effective communicator|Trustworthy|Dominant|Threatening|Confident|Like they are a problem-solver|Intelligent","Threatening|Dominant|Intelligent|Like they are a problem-solver|Like they are an effective communicator|Confident|Trustworthy","Confident|Threatening|Like they are a problem-solver|Intelligent|Dominant|Like they are an effective communicator|Trustworthy","Like they are a problem-solver|Threatening|Intelligent|Like they are an effective communicator|Dominant|Confident|Trustworthy",82,51,39,31,30,52,4,46,80,75,56,69,55,51,73,85,55,50,18,38,"your close friend?|your neighbor?|your boss?|your employee?|your work project team member?","your boss?|your employee?|your work project team member?|your close friend?|your neighbor?","your boss?|your employee?|your close friend?|your neighbor?|your work project team member?","your work project team member?|your boss?|your employee?|your close friend?|your neighbor?","Soft spoken","Deep","Feminine","Rigid",87.5,63.5,53.75,50.5,7,36,30,66,41.5,60,15.5,72,227
"Headphones",NA,40,"Bachelor's degree in college (4-year)","White",NA,"Male","Suburban",NA,2,"Democratic",NA,"The study is about predicting personality from voices",NA,"Deshawn,Keyshawn,Logan","Grayson|Elijah|Brett|Liam|Logan|Jackson|Keyshawn|Deshawn","2","1",15,20,10,25,70,70,70,70,"Deshawn|Tyrone|Logan|Brad|Keyshawn|Brett|Terrell|Scott",81,78,86,66,11,14,12,14,"Keyshawn|Deshawn|Logan|Brad|Scott|Tyrone|Terrell|Brett","Thank you",3,"FL_146|FL_144|FL_145|FL_147","Keyshawn","c","Deshawn","e","Brett","h","Logan","f","Q82|Q84","Q54|Q55",7187,4143,6861,3553,58,35,74,57,33,21,36,50,29,18,18,44,48,43,73,50,28,21,71,32,37,48,75,51,30,38,54,50,"Threatening|Like they are an effective communicator|Like they are a problem-solver|Confident|Intelligent|Trustworthy|Dominant","Dominant|Threatening|Trustworthy|Like they are an effective communicator|Intelligent|Like they are a problem-solver|Confident","Intelligent|Dominant|Like they are an effective communicator|Threatening|Confident|Like they are a problem-solver|Trustworthy","Confident|Dominant|Intelligent|Threatening|Trustworthy|Like they are an effective communicator|Like they are a problem-solver",30,12,68,29,39,12,53,31,34,12,62,34,29,12,62,29,18,9,31,21,"your work project team member?|your employee?|your boss?|your close friend?|your neighbor?","your employee?|your neighbor?|your work project team member?|your boss?|your close friend?","your boss?|your employee?|your neighbor?|your work project team member?|your close friend?","your work project team member?|your boss?|your close friend?|your neighbor?|your employee?","Sounded somewhat lethargic","No","No","No",35.75,37.5,68.25,45.75,42,65,26,43,37.5,43,31,46.5,228
"Headphones",NA,28,"Some college but no degree","White",NA,"Male","Rural",NA,0,"Democratic",NA,"The study is about predicting personality from voices",NA,"Deshawn,Terrell,Scott,Brad","Aiden|William|Deshawn|Lucas|Brad|Noah|Terrell|Scott","2","2",20,50,20,21,80,80,80,40,"Tyrone|Keyshawn|Scott|Deshawn|Brad|Brett|Terrell|Logan",50,50,70,80,10,10,10,40,"Brett|Logan|Deshawn|Tyrone|Scott|Brad|Keyshawn|Terrell","thank you for doing research",4,"FL_144|FL_146|FL_145|FL_147","Deshawn","e","Terrell","d","Brad","a","Scott","c","Q84|Q82","Q55|Q54",4143,2593,5999,7187,80,90,30,20,20,70,20,10,0,0,70,71,90,80,40,40,90,80,20,20,70,80,30,10,80,90,10,20,"Intelligent|Like they are a problem-solver|Threatening|Confident|Dominant|Like they are an effective communicator|Trustworthy","Dominant|Intelligent|Like they are an effective communicator|Trustworthy|Like they are a problem-solver|Threatening|Confident","Like they are an effective communicator|Threatening|Dominant|Trustworthy|Like they are a problem-solver|Confident|Intelligent","Threatening|Intelligent|Confident|Like they are an effective communicator|Dominant|Like they are a problem-solver|Trustworthy",80,70,10,0,50,70,0,0,80,70,0,0,80,60,10,0,80,50,0,0,"your boss?|your neighbor?|your work project team member?|your close friend?|your employee?","your close friend?|your neighbor?|your work project team member?|your boss?|your employee?","your employee?|your work project team member?|your boss?|your close friend?|your neighbor?","your neighbor?|your work project team member?|your employee?|your boss?|your close friend?","It's very pleasant.","Another pleasant voice.","He sounds mean.","He sounds really mean.",82.5,82.5,25,22.5,20,10,70,80,20,40,45,45,229
"Speakers",NA,70,"Master's degree","White",NA,"Female","Suburban",NA,1,"Democratic",NA,"The study is about predicting personality from voices",NA,"Deshawn,Keyshawn,Logan,William","Jackson|Lucas|Keyshawn|Aiden|Logan|William|Brad|Deshawn","4","0",0,0,2,0,100,91,100,85,"Brad|Logan|Tyrone|Scott|Deshawn|Keyshawn|Brett|Terrell",100,100,100,100,5,10,5,50,"Keyshawn|Deshawn|Logan|Brett|Tyrone|Terrell|Brad|Scott","Everything was clear.",3,"FL_147|FL_146|FL_145|FL_144","Deshawn","d","Keyshawn","h","Logan","e","Brad","b","Q84|Q82","Q55|Q54",2593,6861,4143,3890,65,54,54,81,16,91,0,7,0,6,0,0,50,81,55,85,18,72,23,99,36,50,30,84,51,92,54,85,"Confident|Intelligent|Dominant|Trustworthy|Threatening|Like they are an effective communicator|Like they are a problem-solver","Confident|Like they are a problem-solver|Like they are an effective communicator|Dominant|Threatening|Trustworthy|Intelligent","Like they are a problem-solver|Dominant|Trustworthy|Confident|Intelligent|Threatening|Like they are an effective communicator","Threatening|Like they are an effective communicator|Trustworthy|Like they are a problem-solver|Intelligent|Confident|Dominant",53,20,50,92,34,11,24,77,50,31,54,100,70,19,35,93,11,11,24,90,"your employee?|your neighbor?|your close friend?|your boss?|your work project team member?","your close friend?|your neighbor?|your employee?|your work project team member?|your boss?","your work project team member?|your employee?|your close friend?|your boss?|your neighbor?","your boss?|your neighbor?|your work project team member?|your employee?|your close friend?","He doesn't sound very intelligent.","He sounds like a smart ass.","He sounds like he is bored.","He sounds like a kind person.",38.75,73.75,40.5,88.25,35,46,46,19,25.5,68.5,23,13,230
"Headphones",NA,21,"Associate degree in college (2-year)","White",NA,"Male","Suburban",NA,2,"Independent",NA,"The study is about predicting personality from voices",NA,"Tyrone,Terrell,Scott,Brett","Grayson|Elijah|Terrell|Liam|Tyrone|Noah|Scott|Brett","3","1",10,49,50,11,50,50,50,50,"Keyshawn|Scott|Brad|Deshawn|Terrell|Brett|Tyrone|Logan",90,50,50,70,50,50,0,50,"Deshawn|Brett|Scott|Logan|Terrell|Brad|Tyrone|Keyshawn","I didn't find anything wrong about it. It was interesting",4,"FL_145|FL_144|FL_146|FL_147","Terrell","h","Tyrone","f","Brett","d","Scott","a","Q82|Q84","Q55|Q54",6861,3553,2593,5999,60,60,60,65,30,60,50,50,20,20,31,20,80,30,40,50,80,65,40,65,60,40,30,20,50,40,60,40,"Dominant|Like they are a problem-solver|Threatening|Like they are an effective communicator|Intelligent|Trustworthy|Confident","Confident|Like they are a problem-solver|Intelligent|Dominant|Trustworthy|Like they are an effective communicator|Threatening","Like they are an effective communicator|Like they are a problem-solver|Intelligent|Threatening|Trustworthy|Dominant|Confident","Trustworthy|Confident|Intelligent|Like they are an effective communicator|Dominant|Threatening|Like they are a problem-solver",60,60,80,60,40,30,20,20,20,70,60,75,70,50,65,20,35,40,20,40,"your employee?|your close friend?|your boss?|your work project team member?|your neighbor?","your boss?|your close friend?|your neighbor?|your work project team member?|your employee?","your neighbor?|your boss?|your close friend?|your work project team member?|your employee?","your employee?|your close friend?|your boss?|your work project team member?|your neighbor?","",NA,NA,NA,67.5,43.75,42.5,43.75,40,40,40,35,35,50,45,42.5,231
"Speakers",NA,56,"High school graduate (high school diploma or equivalent including GED)","White",NA,"Female","Rural",NA,4,"Democratic",NA,"I do not know what the study is about",NA,"Terrell","Grayson|William|Brett|Elijah|Deshawn|Jackson|Terrell|Scott","3","1",1,1,1,1,100,100,100,100,"Brad|Logan|Terrell|Keyshawn|Tyrone|Brett|Scott|Deshawn",100,100,100,100,0,0,0,5,"Brad|Brett|Scott|Terrell|Tyrone|Deshawn|Keyshawn|Logan","none.",1,"FL_145|FL_144|FL_147|FL_146","Terrell","h","Deshawn","c","Scott","b","Brett","d","Q84|Q82","Q55|Q54",6861,7187,3890,2593,61,49,67,48,32,50,65,32,0,4,1,46,61,49,76,46,78,73,70,45,61,50,67,45,61,51,78,17,"Confident|Intelligent|Trustworthy|Like they are a problem-solver|Threatening|Like they are an effective communicator|Dominant","Confident|Like they are a problem-solver|Dominant|Intelligent|Trustworthy|Threatening|Like they are an effective communicator","Like they are an effective communicator|Like they are a problem-solver|Trustworthy|Dominant|Confident|Threatening|Intelligent","Trustworthy|Dominant|Threatening|Intelligent|Like they are an effective communicator|Confident|Like they are a problem-solver",70,60,72,46,70,50,72,46,68,49,71,50,70,62,73,48,61,48,71,49,"your work project team member?|your boss?|your close friend?|your employee?|your neighbor?","your work project team member?|your close friend?|your neighbor?|your employee?|your boss?","your boss?|your neighbor?|your work project team member?|your employee?|your close friend?","your neighbor?|your boss?|your employee?|your close friend?|your work project team member?","none.","none.","none.","none.",65.25,55.75,72.75,38.25,39,51,33,52,35.5,50.5,49,42,232
