"headphones_speakers","headphones_speakers_other","age","educ","race","race_other","sex","residence","residence_other","pol_ideology","pol_party","pol_party_other","suspicion","suspicion_other","mc_name","mc_name_do","mc_race_w","mc_race_b","b_race_name_1","b_race_name_2","b_race_name_3","b_race_name_4","b_race_name_5","b_race_name_6","b_race_name_7","b_race_name_8","b_race_name_do","w_race_name_1","w_race_name_2","w_race_name_3","w_race_name_4","w_race_name_5","w_race_name_6","w_race_name_7","w_race_name_8","w_race_name_do","feedback","mc_name_score","cond_do","mc_race_q_do","race_name_q_do","trait_do1","trait_do2","trait_do3","trait_do4","role_do1","role_do2","role_do3","role_do4","thoughts1","thoughts2","thoughts3","thoughts4","trust_rev1","trust_rev2","trust_rev3","trust_rev4","id","condition","boss","comm","conf","dom","employee","frnd","idvoice","intell","leadership","name","neighbr","prob","team","threat","threatpotential","trust","voice","cond_race","cond_pitch","cond_pitchC","cond_raceC"
"Headphones",NA,36,"High school graduate (high school diploma or equivalent including GED)","White",NA,"Female","Suburban",NA,1,"Independent",NA,"The study is about predicting personality from voices",NA,"Tyrone,Terrell,Scott,Jackson","Liam|Jackson|Brad|William|Tyrone|Lucas|Scott|Terrell","4","0",5,30,5,5,95,70,95,50,"Deshawn|Logan|Brett|Keyshawn|Scott|Terrell|Tyrone|Brad",90,60,90,95,5,30,5,40,"Logan|Brad|Brett|Terrell|Scott|Deshawn|Tyrone|Keyshawn",NA,3,"FL_144|FL_146|FL_147|FL_145","Q82|Q84","Q55|Q54","Confident|Like they are a problem-solver|Intelligent|Dominant|Trustworthy|Like they are an effective communicator|Threatening","Threatening|Confident|Dominant|Trustworthy|Like they are an effective communicator|Intelligent|Like they are a problem-solver","Like they are an effective communicator|Threatening|Like they are a problem-solver|Dominant|Intelligent|Confident|Trustworthy","Intelligent|Trustworthy|Threatening|Dominant|Like they are an effective communicator|Confident|Like they are a problem-solver","your employee?|your work project team member?|your neighbor?|your close friend?|your boss?","your neighbor?|your boss?|your employee?|your work project team member?|your close friend?","your employee?|your work project team member?|your close friend?|your neighbor?|your boss?","your boss?|your work project team member?|your close friend?|your employee?|your neighbor?","It sounded like they were reading.","They have a somewhat rude tone.","They seem to speak slowly and deliberately.","They sound tired or bored.",50,80,50,40,18,"WH",70,80,90,75,90,50,5999,70,73.75,"Scott",70,55,60,60,62.5,50,"a","White","High",0.5,0.5
"Speakers",NA,30,"Bachelor's degree in college (4-year)","White",NA,"Male","Rural",NA,6,"Independent",NA,"The study is about predicting personality from voices",NA,"Deshawn,Terrell,Scott,Logan","Aiden|Elijah|Logan|Noah|Scott|Grayson|Deshawn|Terrell","4","0",3,5,7,6,94,99,92,89,"Keyshawn|Logan|Tyrone|Terrell|Brad|Brett|Deshawn|Scott",98,100,100,98,8,7,5,21,"Brad|Deshawn|Logan|Keyshawn|Tyrone|Brett|Scott|Terrell","it was a fun study to take",4,"FL_147|FL_144|FL_145|FL_146","Q82|Q84","Q54|Q55","Like they are a problem-solver|Intelligent|Like they are an effective communicator|Threatening|Trustworthy|Dominant|Confident","Dominant|Trustworthy|Threatening|Intelligent|Confident|Like they are a problem-solver|Like they are an effective communicator","Intelligent|Dominant|Like they are an effective communicator|Confident|Threatening|Trustworthy|Like they are a problem-solver","Dominant|Like they are an effective communicator|Intelligent|Threatening|Like they are a problem-solver|Trustworthy|Confident","your close friend?|your boss?|your work project team member?|your employee?|your neighbor?","your work project team member?|your close friend?|your employee?|your neighbor?|your boss?","your close friend?|your work project team member?|your employee?|your neighbor?|your boss?","your close friend?|your work project team member?|your boss?|your neighbor?|your employee?","not sure","none","sounds okay","soft",47,90,74,31,19,"WH",24,16,23,20,24,15,3890,21,18.25,"Scott",20,13,26,4,47,26,"b","White","High",0.5,0.5
"Speakers",NA,39,"Associate degree in college (2-year)","White",NA,"Female","Rural",NA,4,"Democratic",NA,"The study is about predicting personality from voices",NA,"Deshawn,Keyshawn,Logan,Brett","William|Aiden|Deshawn|Noah|Keyshawn|Grayson|Brett|Logan","2","2",0,0,100,0,100,50,100,100,"Keyshawn|Brett|Deshawn|Logan|Tyrone|Terrell|Scott|Brad",100,100,100,100,0,50,0,0,"Scott|Deshawn|Brett|Keyshawn|Brad|Terrell|Tyrone|Logan",NA,4,"FL_145|FL_146|FL_144|FL_147","Q84|Q82","Q55|Q54","Like they are an effective communicator|Intelligent|Like they are a problem-solver|Threatening|Trustworthy|Confident|Dominant","Threatening|Intelligent|Like they are an effective communicator|Like they are a problem-solver|Dominant|Confident|Trustworthy","Dominant|Confident|Threatening|Intelligent|Like they are a problem-solver|Like they are an effective communicator|Trustworthy","Intelligent|Trustworthy|Like they are an effective communicator|Like they are a problem-solver|Threatening|Dominant|Confident","your close friend?|your boss?|your neighbor?|your employee?|your work project team member?","your boss?|your close friend?|your work project team member?|your employee?|your neighbor?","your boss?|your employee?|your neighbor?|your close friend?|your work project team member?","your work project team member?|your boss?|your neighbor?|your close friend?|your employee?","Sort of depressed","Calming, soothing","No","Grated",50,0,0,30,20,"WH",50,80,80,50,80,100,6754,100,90,"Logan",100,100,100,0,25,100,"g","White","High",0.5,0.5
"Speakers",NA,43,"Master's degree","White",NA,"Male","Suburban",NA,5,"Republican",NA,"I do not know what the study is about",NA,"Tyrone,Terrell,Brad","Lucas|Liam|Tyrone|Jackson|Brett|Elijah|Brad|Terrell","2","Unsure",50,50,50,50,50,50,50,50,"Tyrone|Brett|Deshawn|Keyshawn|Logan|Terrell|Brad|Scott",50,50,50,50,50,50,50,50,"Tyrone|Brett|Keyshawn|Logan|Terrell|Deshawn|Brad|Scott",NA,3,"FL_144|FL_145|FL_147|FL_146","Q84|Q82","Q54|Q55","Intelligent|Confident|Trustworthy|Threatening|Like they are an effective communicator|Dominant|Like they are a problem-solver","Confident|Like they are an effective communicator|Threatening|Like they are a problem-solver|Trustworthy|Intelligent|Dominant","Like they are a problem-solver|Confident|Intelligent|Threatening|Dominant|Trustworthy|Like they are an effective communicator","Dominant|Threatening|Intelligent|Trustworthy|Like they are a problem-solver|Like they are an effective communicator|Confident","your work project team member?|your neighbor?|your employee?|your close friend?|your boss?","your work project team member?|your neighbor?|your boss?|your close friend?|your employee?","your neighbor?|your employee?|your close friend?|your work project team member?|your boss?","your work project team member?|your boss?|your close friend?|your neighbor?|your employee?","Very clear voice.","Voice is much stronger than the last male.",NA,NA,0,0,0,0,21,"WH",100,100,100,0,100,100,3553,100,100,"Brett",100,100,100,0,0,100,"f","White","High",0.5,0.5
"Speakers",NA,33,"Bachelor's degree in college (4-year)","White",NA,"Male","Suburban",NA,6,"Republican",NA,"The study is about predicting personality from voices",NA,"Tyrone,Terrell,Scott,Brett","Aiden|William|Brett|Lucas|Tyrone|Jackson|Terrell|Scott","4","0",1,0,0,0,100,100,100,100,"Logan|Deshawn|Brad|Brett|Tyrone|Terrell|Keyshawn|Scott",72,84,71,82,0,0,1,0,"Keyshawn|Terrell|Brett|Logan|Tyrone|Deshawn|Brad|Scott",NA,4,"FL_145|FL_147|FL_144|FL_146","Q84|Q82","Q55|Q54","Dominant|Confident|Intelligent|Like they are a problem-solver|Like they are an effective communicator|Trustworthy|Threatening","Confident|Threatening|Like they are a problem-solver|Trustworthy|Intelligent|Like they are an effective communicator|Dominant","Trustworthy|Confident|Intelligent|Dominant|Threatening|Like they are a problem-solver|Like they are an effective communicator","Like they are a problem-solver|Intelligent|Confident|Dominant|Like they are an effective communicator|Trustworthy|Threatening","your neighbor?|your employee?|your work project team member?|your boss?|your close friend?","your boss?|your neighbor?|your employee?|your close friend?|your work project team member?","your employee?|your work project team member?|your boss?|your neighbor?|your close friend?","your neighbor?|your work project team member?|your boss?|your employee?|your close friend?","no","kind of monotone","no","fast talker",83,86,80,37,22,"WH",37,10,18,16,65,49,2593,30,21.25,"Brett",60,27,62,11,48,20,"d","White","High",0.5,0.5
"Headphones",NA,28,"Bachelor's degree in college (4-year)","White",NA,"Male","Suburban",NA,0,"Democratic",NA,"I do not know what the study is about",NA,"Tyrone,Logan,Noah","Grayson|Elijah|Brad|Noah|Tyrone|Liam|Terrell|Logan","3","1",31,41,31,30,83,83,82,83,"Brett|Keyshawn|Brad|Terrell|Logan|Deshawn|Scott|Tyrone",69,60,70,50,20,20,20,20,"Scott|Tyrone|Terrell|Logan|Brad|Keyshawn|Deshawn|Brett",NA,2,"FL_146|FL_144|FL_147|FL_145","Q82|Q84","Q55|Q54","Intelligent|Confident|Like they are a problem-solver|Dominant|Threatening|Trustworthy|Like they are an effective communicator","Intelligent|Trustworthy|Dominant|Confident|Threatening|Like they are an effective communicator|Like they are a problem-solver","Threatening|Confident|Trustworthy|Like they are an effective communicator|Like they are a problem-solver|Dominant|Intelligent","Threatening|Like they are an effective communicator|Trustworthy|Dominant|Confident|Intelligent|Like they are a problem-solver","your employee?|your close friend?|your work project team member?|your boss?|your neighbor?","your neighbor?|your employee?|your boss?|your close friend?|your work project team member?","your employee?|your boss?|your work project team member?|your neighbor?|your close friend?","your work project team member?|your boss?|your employee?|your neighbor?|your close friend?","No","No","No","No",47,50,48,49,23,"WH",52,62,51,41,51,53,7187,75,60.75,"Brad",52,55,52,0,44.5,52,"c","White","High",0.5,0.5
"Headphones",NA,24,"Bachelor's degree in college (4-year)","Hispanic/Latino",NA,"Male","Suburban",NA,1,"Democratic",NA,"The study is about predicting personality from voices",NA,"Deshawn,Terrell,Liam,William","Grayson|Lucas|Brad|William|Deshawn|Liam|Terrell|Logan","1","3",49,33,13,18,86,72,81,72,"Tyrone|Logan|Scott|Keyshawn|Brett|Brad|Deshawn|Terrell",65,93,99,83,1,9,1,7,"Tyrone|Logan|Terrell|Brad|Deshawn|Keyshawn|Brett|Scott",NA,2,"FL_144|FL_145|FL_147|FL_146","Q82|Q84","Q54|Q55","Like they are an effective communicator|Confident|Intelligent|Threatening|Like they are a problem-solver|Dominant|Trustworthy","Intelligent|Confident|Like they are an effective communicator|Trustworthy|Dominant|Threatening|Like they are a problem-solver","Threatening|Like they are a problem-solver|Intelligent|Confident|Dominant|Trustworthy|Like they are an effective communicator","Dominant|Trustworthy|Intelligent|Like they are an effective communicator|Like they are a problem-solver|Threatening|Confident","your boss?|your employee?|your work project team member?|your neighbor?|your close friend?","your neighbor?|your close friend?|your employee?|your boss?|your work project team member?","your employee?|your close friend?|your neighbor?|your work project team member?|your boss?","your employee?|your neighbor?|your work project team member?|your boss?|your close friend?","it sounds calm","Sounds unsure and anxious","He sounds like he knows what he's doing here.","He sounds kind of shady to me. I don't know.",30,30,39,57,24,"WH",4,71,68,60,61,97,6861,67,65.75,"Brad",84,57,87,0,49.5,61,"h","White","High",0.5,0.5
"Headphones",NA,41,"Bachelor's degree in college (4-year)","White",NA,"Male","Suburban",NA,4,"Republican",NA,"The study is about predicting personality from voices",NA,"Deshawn,Tyrone,Brad","Aiden|Noah|Deshawn|Jackson|Brett|Elijah|Tyrone|Brad","1","2",24,33,30,30,68,67,72,67,"Scott|Keyshawn|Brad|Tyrone|Brett|Deshawn|Terrell|Logan",72,70,71,69,23,22,21,20,"Keyshawn|Terrell|Tyrone|Brett|Deshawn|Brad|Scott|Logan","Thanks for letting me partake.",3,"FL_144|FL_145|FL_146|FL_147","Q84|Q82","Q54|Q55","Intelligent|Like they are an effective communicator|Confident|Trustworthy|Like they are a problem-solver|Threatening|Dominant","Dominant|Intelligent|Threatening|Confident|Like they are an effective communicator|Trustworthy|Like they are a problem-solver","Dominant|Like they are an effective communicator|Like they are a problem-solver|Trustworthy|Threatening|Confident|Intelligent","Trustworthy|Intelligent|Threatening|Dominant|Like they are an effective communicator|Confident|Like they are a problem-solver","your work project team member?|your neighbor?|your boss?|your close friend?|your employee?","your work project team member?|your neighbor?|your employee?|your close friend?|your boss?","your work project team member?|your boss?|your neighbor?|your employee?|your close friend?","your work project team member?|your boss?|your employee?|your close friend?|your neighbor?","Sounds very monotone.","Spoke very quickly.","Spoke to slowly",NA,46,47,45,37,25,"WH",59,54,52,55,58,57,7187,52,53,"Brett",59,54,58,15,50,55,"c","White","High",0.5,0.5
"Speakers",NA,43,"Bachelor's degree in college (4-year)","Asian",NA,"Female","Urban",NA,6,"Independent",NA,"The study is about predicting personality from voices",NA,"Keyshawn,Logan,Brett,Jackson,Grayson","Jackson|William|Logan|Grayson|Brett|Noah|Keyshawn|Terrell","1","1",42,32,36,25,64,31,37,41,"Deshawn|Tyrone|Logan|Brett|Terrell|Scott|Keyshawn|Brad",85,83,74,68,89,78,73,78,"Logan|Scott|Deshawn|Brett|Terrell|Keyshawn|Brad|Tyrone",NA,3,"FL_146|FL_145|FL_144|FL_147","Q84|Q82","Q55|Q54","Confident|Dominant|Like they are an effective communicator|Like they are a problem-solver|Threatening|Trustworthy|Intelligent","Intelligent|Confident|Trustworthy|Like they are an effective communicator|Threatening|Dominant|Like they are a problem-solver","Dominant|Trustworthy|Threatening|Like they are an effective communicator|Like they are a problem-solver|Intelligent|Confident","Intelligent|Confident|Dominant|Threatening|Like they are a problem-solver|Like they are an effective communicator|Trustworthy","your close friend?|your employee?|your work project team member?|your neighbor?|your boss?","your close friend?|your work project team member?|your employee?|your boss?|your neighbor?","your boss?|your work project team member?|your employee?|your neighbor?|your close friend?","your work project team member?|your boss?|your close friend?|your neighbor?|your employee?","He seems gentle and easy going",NA,NA,NA,46,36,41,44,26,"WH",26,47,43,27,74,72,6754,57,46.75,"Logan",78,40,72,4,34,59,"g","White","High",0.5,0.5
"Headphones",NA,31,"Bachelor's degree in college (4-year)","White",NA,"Female","Rural",NA,2,"Independent",NA,"The researcher isn't telling me what the study is about. My guess is that the study is about...","race and voices?","Deshawn,Terrell,Brad,Brett","Aiden|Liam|Deshawn|Elijah|Brad|Lucas|Brett|Terrell","2","2",32,20,22,17,93,86,91,89,"Brett|Logan|Tyrone|Terrell|Deshawn|Scott|Keyshawn|Brad",94,74,88,82,8,12,10,7,"Scott|Keyshawn|Logan|Terrell|Deshawn|Brett|Brad|Tyrone","none",4,"FL_147|FL_144|FL_146|FL_145","Q82|Q84","Q54|Q55","Intelligent|Threatening|Dominant|Like they are an effective communicator|Trustworthy|Confident|Like they are a problem-solver","Threatening|Like they are a problem-solver|Confident|Intelligent|Like they are an effective communicator|Dominant|Trustworthy","Threatening|Dominant|Confident|Intelligent|Like they are a problem-solver|Trustworthy|Like they are an effective communicator","Confident|Dominant|Like they are an effective communicator|Trustworthy|Intelligent|Threatening|Like they are a problem-solver","your boss?|your neighbor?|your close friend?|your work project team member?|your employee?","your work project team member?|your close friend?|your boss?|your employee?|your neighbor?","your boss?|your work project team member?|your neighbor?|your employee?|your close friend?","your boss?|your employee?|your work project team member?|your neighbor?|your close friend?","His voice seemed expressive and in a better mood.","His voice is very very low pitched, so it's harder to distinguish the words to me.","It sounds like he reads and thinks quickly.","It seems rather uninspired and bland.",49,48,44,50,27,"WH",54,60,64,51,56,63,4143,60,60.25,"Brad",58,57,62,26,47.5,56,"e","White","High",0.5,0.5
"Headphones",NA,40,"Bachelor's degree in college (4-year)","White",NA,"Male","Urban",NA,2,"Democratic",NA,"The study is about predicting personality from voices",NA,"Terrell,Logan,Noah","Elijah|William|Keyshawn|Grayson|Scott|Noah|Terrell|Logan","3","1",58,47,52,54,60,40,39,67,"Keyshawn|Brad|Tyrone|Scott|Logan|Deshawn|Brett|Terrell",40,50,44,62,28,63,48,46,"Deshawn|Terrell|Scott|Tyrone|Brad|Logan|Keyshawn|Brett",NA,2,"FL_147|FL_145|FL_146|FL_144","Q82|Q84","Q55|Q54","Like they are a problem-solver|Threatening|Like they are an effective communicator|Confident|Intelligent|Trustworthy|Dominant","Like they are an effective communicator|Like they are a problem-solver|Confident|Intelligent|Dominant|Threatening|Trustworthy","Confident|Trustworthy|Dominant|Threatening|Like they are an effective communicator|Intelligent|Like they are a problem-solver","Intelligent|Threatening|Dominant|Like they are an effective communicator|Trustworthy|Confident|Like they are a problem-solver","your work project team member?|your boss?|your neighbor?|your employee?|your close friend?","your employee?|your close friend?|your work project team member?|your boss?|your neighbor?","your close friend?|your employee?|your work project team member?|your neighbor?|your boss?","your work project team member?|your employee?|your boss?|your close friend?|your neighbor?","",NA,NA,NA,50,8,13,52,28,"WH",17,100,25,53,42,25,6861,68,60.5,"Logan",51,49,83,36,33,87,"h","White","High",0.5,0.5
"Headphones",NA,25,"Some college but no degree","White",NA,"Female","Suburban",NA,0,"Democratic",NA,"The study is about predicting personality from voices",NA,"Tyrone,Brad,Logan,Liam","Liam|William|Logan|Elijah|Tyrone|Aiden|Keyshawn|Brad","Unsure","Unsure",25,25,25,25,74,74,79,73,"Terrell|Tyrone|Deshawn|Brett|Logan|Brad|Scott|Keyshawn",73,82,82,50,21,28,30,28,"Brett|Keyshawn|Scott|Tyrone|Terrell|Brad|Logan|Deshawn",NA,3,"FL_144|FL_145|FL_147|FL_146","Q84|Q82","Q55|Q54","Trustworthy|Intelligent|Threatening|Like they are an effective communicator|Dominant|Like they are a problem-solver|Confident","Dominant|Threatening|Confident|Intelligent|Like they are an effective communicator|Like they are a problem-solver|Trustworthy","Intelligent|Dominant|Trustworthy|Threatening|Like they are an effective communicator|Confident|Like they are a problem-solver","Intelligent|Threatening|Like they are an effective communicator|Confident|Like they are a problem-solver|Trustworthy|Dominant","your boss?|your work project team member?|your neighbor?|your close friend?|your employee?","your neighbor?|your employee?|your boss?|your close friend?|your work project team member?","your employee?|your work project team member?|your boss?|your neighbor?|your close friend?","your close friend?|your work project team member?|your employee?|your boss?|your neighbor?","They sounded very unsure.",NA,NA,NA,40,65,16,11,29,"WH",43,32,32,31,62,47,7187,45,34.25,"Logan",63,28,61,7,23.5,84,"c","White","High",0.5,0.5
"Headphones",NA,42,"Bachelor's degree in college (4-year)","White",NA,"Male","Rural",NA,6,"Republican",NA,"The study is about predicting personality from voices",NA,"Deshawn,Terrell,Brett,Lucas","Jackson|Noah|Brett|Lucas|Scott|Grayson|Terrell|Deshawn","3","1",6,1,1,5,98,96,98,88,"Terrell|Brett|Brad|Tyrone|Keyshawn|Scott|Deshawn|Logan",80,98,98,97,1,5,0,5,"Brad|Keyshawn|Brett|Logan|Terrell|Tyrone|Scott|Deshawn","thanks",3,"FL_146|FL_144|FL_147|FL_145","Q84|Q82","Q54|Q55","Trustworthy|Threatening|Like they are a problem-solver|Confident|Intelligent|Like they are an effective communicator|Dominant","Confident|Like they are a problem-solver|Dominant|Like they are an effective communicator|Trustworthy|Threatening|Intelligent","Threatening|Like they are an effective communicator|Dominant|Intelligent|Confident|Trustworthy|Like they are a problem-solver","Intelligent|Trustworthy|Like they are a problem-solver|Dominant|Threatening|Confident|Like they are an effective communicator","your work project team member?|your boss?|your close friend?|your employee?|your neighbor?","your boss?|your employee?|your close friend?|your neighbor?|your work project team member?","your neighbor?|your work project team member?|your employee?|your close friend?|your boss?","your boss?|your employee?|your neighbor?|your close friend?|your work project team member?","sounds a bit weak and unsure","a little nasal","articulates well","deep voice",4,16,1,17,30,"WH",99,90,99,52,97,98,3890,99,96.75,"Scott",94,99,98,1,26.5,99,"b","White","High",0.5,0.5
"Speakers",NA,43,"Some college but no degree","White",NA,"Female","Suburban",NA,6,"Republican",NA,"The study is about predicting personality from voices",NA,"Deshawn,Keyshawn,Scott,Brad","Jackson|Aiden|Brad|Liam|Scott|Lucas|Keyshawn|Deshawn","2","2",48,33,43,16,92,89,93,93,"Tyrone|Terrell|Brett|Logan|Scott|Deshawn|Brad|Keyshawn",65,84,72,91,19,5,9,8,"Scott|Deshawn|Terrell|Brad|Keyshawn|Brett|Tyrone|Logan","none",4,"FL_145|FL_146|FL_147|FL_144","Q82|Q84","Q55|Q54","Trustworthy|Intelligent|Like they are an effective communicator|Like they are a problem-solver|Threatening|Confident|Dominant","Confident|Threatening|Trustworthy|Intelligent|Like they are an effective communicator|Dominant|Like they are a problem-solver","Like they are an effective communicator|Trustworthy|Dominant|Threatening|Confident|Intelligent|Like they are a problem-solver","Trustworthy|Confident|Threatening|Intelligent|Like they are an effective communicator|Dominant|Like they are a problem-solver","your work project team member?|your close friend?|your neighbor?|your employee?|your boss?","your boss?|your neighbor?|your close friend?|your employee?|your work project team member?","your work project team member?|your close friend?|your employee?|your boss?|your neighbor?","your close friend?|your employee?|your work project team member?|your boss?|your neighbor?","no","It sounded a bit computerized","no",NA,18,20,23,15,31,"WH",64,58,49,19,72,85,5999,73,56.5,"Scott",100,46,74,10,21,77,"a","White","High",0.5,0.5
"Speakers",NA,59,"Master's degree","White",NA,"Female","Urban",NA,5,"Republican",NA,"The study is about predicting personality from voices",NA,"Scott,Aiden,William","Aiden|Elijah|Scott|Lucas|Keyshawn|William|Logan|Terrell","3","1",0,33,15,16,100,100,100,75,"Terrell|Brad|Brett|Scott|Keyshawn|Tyrone|Logan|Deshawn",96,69,100,72,0,0,0,22,"Brad|Logan|Scott|Keyshawn|Brett|Deshawn|Tyrone|Terrell","No issues",1,"FL_145|FL_147|FL_144|FL_146","Q82|Q84","Q54|Q55","Confident|Intelligent|Dominant|Like they are an effective communicator|Trustworthy|Threatening|Like they are a problem-solver","Trustworthy|Confident|Like they are an effective communicator|Threatening|Like they are a problem-solver|Dominant|Intelligent","Confident|Threatening|Intelligent|Like they are an effective communicator|Like they are a problem-solver|Trustworthy|Dominant","Intelligent|Confident|Like they are an effective communicator|Trustworthy|Threatening|Like they are a problem-solver|Dominant","your work project team member?|your employee?|your neighbor?|your close friend?|your boss?","your work project team member?|your close friend?|your neighbor?|your boss?|your employee?","your employee?|your boss?|your neighbor?|your close friend?|your work project team member?","your close friend?|your employee?|your boss?|your work project team member?|your neighbor?","He sounds like a smart person.","He sounds pretty monotone.","He sounds like he's reading this off a piece of paper.","I don't have any other thoughts.",24,49,27,71,32,"WH",47,38,42,39,63,28,5999,44,50.5,"Scott",76,78,59,0,33,73,"a","White","High",0.5,0.5
"Speakers",NA,28,"Some college but no degree","White",NA,"Female","Urban",NA,0,"Democratic",NA,"The study is about predicting personality from voices",NA,"Tyrone,Keyshawn,Scott,Brad","Noah|Grayson|Tyrone|Jackson|Keyshawn|Liam|Scott|Brad","3","1",55,36,36,53,71,66,67,67,"Keyshawn|Terrell|Brett|Brad|Tyrone|Logan|Deshawn|Scott",65,77,73,63,24,35,30,38,"Terrell|Tyrone|Logan|Scott|Deshawn|Brad|Keyshawn|Brett","None",4,"FL_146|FL_147|FL_144|FL_145","Q82|Q84","Q54|Q55","Intelligent|Like they are an effective communicator|Threatening|Like they are a problem-solver|Confident|Trustworthy|Dominant","Confident|Intelligent|Threatening|Dominant|Trustworthy|Like they are a problem-solver|Like they are an effective communicator","Confident|Like they are a problem-solver|Intelligent|Trustworthy|Like they are an effective communicator|Threatening|Dominant","Intelligent|Like they are a problem-solver|Threatening|Trustworthy|Like they are an effective communicator|Confident|Dominant","your employee?|your close friend?|your neighbor?|your boss?|your work project team member?","your close friend?|your boss?|your neighbor?|your work project team member?|your employee?","your close friend?|your neighbor?|your boss?|your work project team member?|your employee?","your close friend?|your employee?|your boss?|your neighbor?|your work project team member?","He sounds reserved.","He seems disinterested","He seemed fairly confident.","He sounds intelligent and opinionated.",31,55,39,36,33,"WH",73,76,75,65,61,57,3890,81,78.75,"Brad",69,83,66,19,52,61,"b","White","High",0.5,0.5
"Headphones",NA,26,"Master's degree","White",NA,"Female","Suburban",NA,5,"Republican",NA,"The study is about predicting personality from voices",NA,"Deshawn,Keyshawn,Logan,Brett","Lucas|Elijah|Keyshawn|Jackson|Logan|Grayson|Brett|Deshawn","Unsure","Unsure",24,25,8,55,100,100,100,100,"Tyrone|Keyshawn|Brett|Scott|Logan|Brad|Terrell|Deshawn",100,100,100,96,1,1,1,1,"Brett|Tyrone|Keyshawn|Brad|Deshawn|Scott|Logan|Terrell","none",4,"FL_145|FL_147|FL_146|FL_144","Q84|Q82","Q54|Q55","Like they are an effective communicator|Confident|Intelligent|Trustworthy|Like they are a problem-solver|Threatening|Dominant","Like they are an effective communicator|Trustworthy|Intelligent|Threatening|Confident|Like they are a problem-solver|Dominant","Intelligent|Confident|Trustworthy|Dominant|Like they are a problem-solver|Like they are an effective communicator|Threatening","Like they are an effective communicator|Dominant|Confident|Trustworthy|Like they are a problem-solver|Intelligent|Threatening","your close friend?|your neighbor?|your boss?|your work project team member?|your employee?","your neighbor?|your work project team member?|your employee?|your boss?|your close friend?","your boss?|your neighbor?|your close friend?|your employee?|your work project team member?","your employee?|your boss?|your neighbor?|your work project team member?|your close friend?","His voice sounds young","It's very calming","None","His voice was quite monotone",33,20,55,50,34,"WH",5,13,15,13,16,24,4143,30,16.75,"Brett",39,9,8,3,34,45,"e","White","High",0.5,0.5
"Headphones",NA,39,"Bachelor's degree in college (4-year)","White",NA,"Female","Suburban",NA,1,"Democratic",NA,"The study is about predicting personality from voices",NA,"Tyrone,Scott","Aiden|Noah|Keyshawn|William|Logan|Liam|Scott|Tyrone","2","1",12,67,9,15,97,92,98,80,"Logan|Keyshawn|Brad|Terrell|Scott|Brett|Deshawn|Tyrone",43,40,66,51,1,1,1,1,"Brett|Deshawn|Logan|Scott|Keyshawn|Tyrone|Terrell|Brad",NA,2,"FL_146|FL_144|FL_147|FL_145","Q82|Q84","Q55|Q54","Like they are an effective communicator|Like they are a problem-solver|Threatening|Dominant|Confident|Intelligent|Trustworthy","Like they are an effective communicator|Trustworthy|Threatening|Dominant|Like they are a problem-solver|Confident|Intelligent","Dominant|Threatening|Confident|Intelligent|Trustworthy|Like they are an effective communicator|Like they are a problem-solver","Like they are an effective communicator|Trustworthy|Threatening|Confident|Intelligent|Like they are a problem-solver|Dominant","your close friend?|your neighbor?|your employee?|your work project team member?|your boss?","your employee?|your boss?|your neighbor?|your close friend?|your work project team member?","your boss?|your neighbor?|your work project team member?|your close friend?|your employee?","your close friend?|your work project team member?|your neighbor?|your employee?|your boss?","sounds kind and smart","seems friendly","sounded creepy/mean",NA,26,7,25,59,35,"WH",69,65,51,30,50,62,5999,63,57.25,"Logan",77,50,62,1,27.5,75,"a","White","High",0.5,0.5
"Headphones",NA,19,"Some college but no degree","White",NA,"Male","Suburban",NA,3,"Independent",NA,"The study is about predicting personality from voices",NA,"Tyrone,Keyshawn,Scott,Brad","Jackson|Grayson|Tyrone|Liam|Scott|William|Keyshawn|Brad","2","2",50,50,49,51,50,50,49,50,"Terrell|Deshawn|Logan|Scott|Tyrone|Brett|Keyshawn|Brad",49,49,50,49,49,50,49,49,"Tyrone|Brett|Deshawn|Brad|Terrell|Logan|Scott|Keyshawn",NA,4,"FL_145|FL_147|FL_146|FL_144","Q82|Q84","Q55|Q54","Threatening|Confident|Trustworthy|Like they are an effective communicator|Intelligent|Like they are a problem-solver|Dominant","Like they are an effective communicator|Intelligent|Trustworthy|Confident|Dominant|Threatening|Like they are a problem-solver","Confident|Dominant|Like they are an effective communicator|Intelligent|Trustworthy|Like they are a problem-solver|Threatening","Intelligent|Confident|Threatening|Like they are an effective communicator|Trustworthy|Dominant|Like they are a problem-solver","your boss?|your neighbor?|your employee?|your work project team member?|your close friend?","your close friend?|your work project team member?|your boss?|your employee?|your neighbor?","your employee?|your close friend?|your work project team member?|your neighbor?|your boss?","your employee?|your work project team member?|your neighbor?|your close friend?|your boss?","no","no","no","monotone",50,50,49,50,36,"WH",49,50,50,51,50,50,4143,51,50.5,"Scott",50,51,49,51,50,51,"e","White","High",0.5,0.5
